# 2585 empty items (Special:Export dump). QID	lost	label	url
Q25642349	0	Ыҥырыа	https://www.wikidata.org/wiki/Q25642349
Q25654541	0	قاضي اسد عابد	https://www.wikidata.org/wiki/Q25654541
Q25663553	0	გოართოიანაფილი ომაფეშ პრემიერ-მინისტრი	https://www.wikidata.org/wiki/Q25663553
Q25664362	0	رخص	https://www.wikidata.org/wiki/Q25664362
Q25664974	0	سلکی سر	https://www.wikidata.org/wiki/Q25664974
Q25666206	0	جوانه گندم	https://www.wikidata.org/wiki/Q25666206
Q25669026	0	དུང་དཀར་བློ་བཟང་འཕྲིན་ལས།	https://www.wikidata.org/wiki/Q25669026
Q25670971	0	ལྷ་སའི་ཁ་ཆེའི་ཕྱག་ཁང་ཆུང་བ་	https://www.wikidata.org/wiki/Q25670971
Q25675212	0	སྐྱིད་ལྡེ་ཉི་མ་མགོན་	https://www.wikidata.org/wiki/Q25675212
Q25681968	0	সুপ্ৰতিস্থিত বৰ্মা	https://www.wikidata.org/wiki/Q25681968
Q25682034	0	ছাগেলীকান্দা পুখুৰী	https://www.wikidata.org/wiki/Q25682034
Q25683825	0	ޓެލެވިޜަން މޯލްޑިވްސް	https://www.wikidata.org/wiki/Q25683825
Q25685237	0	Pennfolen/Bewskrif dre jons/1	https://www.wikidata.org/wiki/Q25685237
Q25693702	0	Gagauz istoriyası	https://www.wikidata.org/wiki/Q25693702
Q25695448	0	سامسا	https://www.wikidata.org/wiki/Q25695448
Q25695490	0	مۇسەللەس	https://www.wikidata.org/wiki/Q25695490
Q25696403	0	ئەسىر	https://www.wikidata.org/wiki/Q25696403
Q25703209	0	Schlegelschteddel	https://www.wikidata.org/wiki/Q25703209
Q25705111	0	Лаа	https://www.wikidata.org/wiki/Q25705111
Q25705180	0	Аңгылал	https://www.wikidata.org/wiki/Q25705180
Q25705319	0	Азарлар	https://www.wikidata.org/wiki/Q25705319
Q28517291	0	Genius	https://www.wikidata.org/wiki/Q28517291
Q28713000	0	فرماندار ویژه	https://www.wikidata.org/wiki/Q28713000
Q30080695	0	موموندو	https://www.wikidata.org/wiki/Q30080695
Q30913603	0	Balansowanie akumulatorów	https://www.wikidata.org/wiki/Q30913603
Q30921522	0	Quốc kỳ El Salvador	https://www.wikidata.org/wiki/Q30921522
Q30944240	0	6521行动	https://www.wikidata.org/wiki/Q30944240
Q30946435	0	秋衣	https://www.wikidata.org/wiki/Q30946435
Q31078027	0	Polyaromatiserte hydrokarboner	https://www.wikidata.org/wiki/Q31078027
Q31080030	0	Trollfeltet under den kalde krigen	https://www.wikidata.org/wiki/Q31080030
Q31183519	0	Фидер риболов	https://www.wikidata.org/wiki/Q31183519
Q31194594	0	Ішкі туризм	https://www.wikidata.org/wiki/Q31194594
Q31199684	0	Vandens talpykla	https://www.wikidata.org/wiki/Q31199684
Q31200229	0	Sarajevo u Austro-Ugarskoj	https://www.wikidata.org/wiki/Q31200229
Q31302588	0	شداد بن اوس	https://www.wikidata.org/wiki/Q31302588
Q31324580	0	รายชื่อจำนวน	https://www.wikidata.org/wiki/Q31324580
Q31366482	0	मैंबाबु	https://www.wikidata.org/wiki/Q31366482
Q31450777	0	Кемалчылар революциясы	https://www.wikidata.org/wiki/Q31450777
Q31495548	0	ఆదోని కోట	https://www.wikidata.org/wiki/Q31495548
Q31669122	0	Partinët	https://www.wikidata.org/wiki/Q31669122
Q31738500	0	वसुधा सरदार	https://www.wikidata.org/wiki/Q31738500
Q31738920	0	मनपूर	https://www.wikidata.org/wiki/Q31738920
Q31739776	0	महिला अत्याचार	https://www.wikidata.org/wiki/Q31739776
Q31790748	0	ਬਾਇਓਮੈਟ੍ਰਿਕ ਤਕਨੀਕ	https://www.wikidata.org/wiki/Q31790748
Q31795585	0	Католик шашин	https://www.wikidata.org/wiki/Q31795585
Q31802342	0	لال شو	https://www.wikidata.org/wiki/Q31802342
Q31802507	0	Groate kaardebol	https://www.wikidata.org/wiki/Q31802507
Q31824730	0	مىڭيىل	https://www.wikidata.org/wiki/Q31824730
Q31826897	0	Википедиялъул бахІс:Вакиллъи	https://www.wikidata.org/wiki/Q31826897
Q31829004	0	Okugenda mu nsonga	https://www.wikidata.org/wiki/Q31829004
Q31830546	0	ಮಾದಿರ	https://www.wikidata.org/wiki/Q31830546
Q31873866	0	Större elefantfågel	https://www.wikidata.org/wiki/Q31873866
Q31889762	0	Övriga partier i Europaparlamentsvalet i Sverige 2014	https://www.wikidata.org/wiki/Q31889762
Q32128100	0	Choè-seng-sèng khí-kin	https://www.wikidata.org/wiki/Q32128100
Q32128204	0	Khong-kan	https://www.wikidata.org/wiki/Q32128204
Q32131374	0	Qulensya Wa Abd Al Kuri Koān	https://www.wikidata.org/wiki/Q32131374
Q32132507	0	Kim-koe bí-hún	https://www.wikidata.org/wiki/Q32132507
Q32133643	0	Lâm-chēng (Chúi-siāng-hiong)	https://www.wikidata.org/wiki/Q32133643
Q32181476	0	泮塘梁氏宗祠	https://www.wikidata.org/wiki/Q32181476
Q32193168	0	Vahtsõq sõnaq võro keelen: H	https://www.wikidata.org/wiki/Q32193168
Q32193178	0	Vahtsõq sõnaq võro keelen: I	https://www.wikidata.org/wiki/Q32193178
Q32193189	0	Vahtsõq sõnaq võro keelen: J	https://www.wikidata.org/wiki/Q32193189
Q32193200	0	Vahtsõq sõnaq võro keelen: K	https://www.wikidata.org/wiki/Q32193200
Q32193210	0	Vahtsõq sõnaq võro keelen: L	https://www.wikidata.org/wiki/Q32193210
Q32193223	0	Vahtsõq sõnaq võro keelen: M	https://www.wikidata.org/wiki/Q32193223
Q32193235	0	Vahtsõq sõnaq võro keelen: N	https://www.wikidata.org/wiki/Q32193235
Q32193246	0	Vahtsõq sõnaq võro keelen: O	https://www.wikidata.org/wiki/Q32193246
Q32193249	0	Vahtsõq sõnaq võro keelen: P	https://www.wikidata.org/wiki/Q32193249
Q32193253	0	Vahtsõq sõnaq võro keelen: R	https://www.wikidata.org/wiki/Q32193253
Q32193257	0	Vahtsõq sõnaq võro keelen: S	https://www.wikidata.org/wiki/Q32193257
Q33113817	0	紅	https://www.wikidata.org/wiki/Q33113817
Q33113820	0	正色	https://www.wikidata.org/wiki/Q33113820
Q41066413	0	第4回六者会合に関する共同声明	https://www.wikidata.org/wiki/Q41066413
Q48868712	0	Biskup Ostii	https://www.wikidata.org/wiki/Q48868712
Q49074348	0	Specklinia	https://www.wikidata.org/wiki/Q49074348
Q49081351	0	Danh sách tập Thực Chiến!: Shokugeki no Soma	https://www.wikidata.org/wiki/Q49081351
Q54820258	0	Рэцэпт:Кулябяка	https://www.wikidata.org/wiki/Q54820258
Q54820346	0	Рэцэпт:Марынаваныя агуркі	https://www.wikidata.org/wiki/Q54820346
Q54820358	0	Рэцэпт:Марынаваныя грыбы	https://www.wikidata.org/wiki/Q54820358
Q55333737	0	scientific assessment on the safety of a cosmetic ingredient	https://www.wikidata.org/wiki/Q55333737
Q55387012	0	reproductive neoplasia	https://www.wikidata.org/wiki/Q55387012
Q55412427	0	Retroperitoneal abscess	https://www.wikidata.org/wiki/Q55412427
Q55643864	0	FC Politehnica Iași	https://www.wikidata.org/wiki/Q55643864
Q55654797	0	חלופות לאשפוז פסיכיאטרי	https://www.wikidata.org/wiki/Q55654797
Q55658544	0	Москвич-Г4	https://www.wikidata.org/wiki/Q55658544
Q55698169	0	劳役婚	https://www.wikidata.org/wiki/Q55698169
Q55719223	0	先賢千乘侯祠	https://www.wikidata.org/wiki/Q55719223
Q56278303	0	橘郡風雲	https://www.wikidata.org/wiki/Q56278303
Q56282963	0	马嵬驿	https://www.wikidata.org/wiki/Q56282963
Q56283388	0	飛狼劇集一覽	https://www.wikidata.org/wiki/Q56283388
Q56299371	0	Oberschlatt	https://www.wikidata.org/wiki/Q56299371
Q56299453	0	Huazhou Shi	https://www.wikidata.org/wiki/Q56299453
Q56299455	0	Nanpiao Qu	https://www.wikidata.org/wiki/Q56299455
Q56299456	0	Guta Qu	https://www.wikidata.org/wiki/Q56299456
Q56303597	0	Tupolev Tu-88	https://www.wikidata.org/wiki/Q56303597
Q56344573	0	Specjalizacja lekarska	https://www.wikidata.org/wiki/Q56344573
Q56353400	0	Bent	https://www.wikidata.org/wiki/Q56353400
Q56398898	0	Lipogems	https://www.wikidata.org/wiki/Q56398898
Q56400595	0	Jaguar I-Type 1	https://www.wikidata.org/wiki/Q56400595
Q56400601	0	Jaguar I-Type 2	https://www.wikidata.org/wiki/Q56400601
Q56400605	0	ABT Schaeffler FE02	https://www.wikidata.org/wiki/Q56400605
Q56406086	0	Liste over despoter i Despotatet Morea	https://www.wikidata.org/wiki/Q56406086
Q56410582	0	Mértéktér	https://www.wikidata.org/wiki/Q56410582
Q60260466	0	中高一貫校の学習	https://www.wikidata.org/wiki/Q60260466
Q60576790	0	يوغو	https://www.wikidata.org/wiki/Q60576790
Q60853335	0	Lapi nõid	https://www.wikidata.org/wiki/Q60853335
Q60965000	0	Farmlands	https://www.wikidata.org/wiki/Q60965000
Q61066004	0	லக்குண்டி சமணக் கோயில்	https://www.wikidata.org/wiki/Q61066004
Q61070704	0	शं.बा. दीक्षित	https://www.wikidata.org/wiki/Q61070704
Q61070951	0	कलिका प्रसाद भट्टाचार्य	https://www.wikidata.org/wiki/Q61070951
Q61074932	0	Asabi	https://www.wikidata.org/wiki/Q61074932
Q61081990	0	Liste over skip bygget ved Meyer verft	https://www.wikidata.org/wiki/Q61081990
Q61082610	0	Mișcare de rotație	https://www.wikidata.org/wiki/Q61082610
Q61083680	0	Kedominanan genetik	https://www.wikidata.org/wiki/Q61083680
Q61088787	0	Praja Mangkunegaran	https://www.wikidata.org/wiki/Q61088787
Q61088800	0	Perpustakaan Negara Albania	https://www.wikidata.org/wiki/Q61088800
Q61111243	0	Barisan Nasional	https://www.wikidata.org/wiki/Q61111243
Q61118440	0	شاہراہ قراقرم	https://www.wikidata.org/wiki/Q61118440
Q61118859	0	بہرائچ	https://www.wikidata.org/wiki/Q61118859
Q61119310	0	ﮐُﮍﯼ	https://www.wikidata.org/wiki/Q61119310
Q61119849	0	بلیڈر کینسر	https://www.wikidata.org/wiki/Q61119849
Q61120296	0	Галичичка чуваркуќа	https://www.wikidata.org/wiki/Q61120296
Q61123445	0	Понтонски мост М-71	https://www.wikidata.org/wiki/Q61123445
Q61132520	0	Công giáo tại Đông Timor	https://www.wikidata.org/wiki/Q61132520
Q61133663	0	Shin - Cậu bé bút chì: Cuộc thám hiểm tuyệt vời ở vương quốc thần tiên	https://www.wikidata.org/wiki/Q61133663
Q61360511	0	Spisak država koje su priznale nezavisnost Republike Bosne i Hercegovine	https://www.wikidata.org/wiki/Q61360511
Q61381810	0	میرنشینی بەدلیس	https://www.wikidata.org/wiki/Q61381810
Q63122367	0	سبخة السخنة	https://www.wikidata.org/wiki/Q63122367
Q64860428	0	সুন্দৰপুৰ গেষ্ট হাউচ (ধাৰাবাহিক)	https://www.wikidata.org/wiki/Q64860428
Q65051529	0	米兰校车绑架案	https://www.wikidata.org/wiki/Q65051529
Q65126574	0	Tunel Zapadna-Istočna obala Split	https://www.wikidata.org/wiki/Q65126574
Q65195322	0	Iskaz	https://www.wikidata.org/wiki/Q65195322
Q65196693	0	Varumärkeskapital	https://www.wikidata.org/wiki/Q65196693
Q65201050	0	Софи Синан-паша	https://www.wikidata.org/wiki/Q65201050
Q65208320	0	2563	https://www.wikidata.org/wiki/Q65208320
Q65212137	0	Daftar Bupati Dompu	https://www.wikidata.org/wiki/Q65212137
Q65217598	0	MCM România	https://www.wikidata.org/wiki/Q65217598
Q65219952	0	Lemonade	https://www.wikidata.org/wiki/Q65219952
Q65223119	0	Pengiktirafan perkahwinan sejenis di benua Amerika	https://www.wikidata.org/wiki/Q65223119
Q65226066	0	Sulfito	https://www.wikidata.org/wiki/Q65226066
Q65249981	0	Mi̍h-phòe	https://www.wikidata.org/wiki/Q65249981
Q65250040	0	Tiong-chiu	https://www.wikidata.org/wiki/Q65250040
Q65250068	0	Tâi-oân	https://www.wikidata.org/wiki/Q65250068
Q65250231	0	Chiàn-chhia	https://www.wikidata.org/wiki/Q65250231
Q65259563	0	Siinai Mäe Õigeusu Kirik	https://www.wikidata.org/wiki/Q65259563
Q65259664	0	Kumetynas	https://www.wikidata.org/wiki/Q65259664
Q65262041	0	Japoninis kinkanas	https://www.wikidata.org/wiki/Q65262041
Q65276951	0	Casulo	https://www.wikidata.org/wiki/Q65276951
Q65277793	0	تحصیل نارا	https://www.wikidata.org/wiki/Q65277793
Q65279156	0	نانک سنگھ	https://www.wikidata.org/wiki/Q65279156
Q65280660	0	محمد ناصر	https://www.wikidata.org/wiki/Q65280660
Q65285027	0	ლამარკიზმი	https://www.wikidata.org/wiki/Q65285027
Q65285261	0	ფიზიოთერაპია	https://www.wikidata.org/wiki/Q65285261
Q65285286	0	ქისპორეთის ციხე	https://www.wikidata.org/wiki/Q65285286
Q65286158	0	სუროს დღე	https://www.wikidata.org/wiki/Q65286158
Q65287075	0	Kunya	https://www.wikidata.org/wiki/Q65287075
Q65287658	0	உளவியல் புதினம்	https://www.wikidata.org/wiki/Q65287658
Q65287943	0	Penya	https://www.wikidata.org/wiki/Q65287943
Q65288013	0	Pirimidin	https://www.wikidata.org/wiki/Q65288013
Q65288017	0	Piromorfit	https://www.wikidata.org/wiki/Q65288017
Q65288025	0	Pirs	https://www.wikidata.org/wiki/Q65288025
Q65288146	0	Postulat	https://www.wikidata.org/wiki/Q65288146
Q65290595	0	Rom	https://www.wikidata.org/wiki/Q65290595
Q65290646	0	Fos	https://www.wikidata.org/wiki/Q65290646
Q65292012	0	பொன்னூதி மலை	https://www.wikidata.org/wiki/Q65292012
Q65296273	0	Фудбалски натпревари Италија - Норвешка	https://www.wikidata.org/wiki/Q65296273
Q65300037	0	Баласон	https://www.wikidata.org/wiki/Q65300037
Q65301310	0	Bega	https://www.wikidata.org/wiki/Q65301310
Q65301853	0	Darch	https://www.wikidata.org/wiki/Q65301853
Q65304496	0	Wryfkras	https://www.wikidata.org/wiki/Q65304496
Q65305538	0	"Эмми" сыйлыгы	https://www.wikidata.org/wiki/Q65305538
Q65308138	0	Manja	https://www.wikidata.org/wiki/Q65308138
Q65311249	0	Shqipëria ç'ka qënë, ç'është e çdo të bëhetë? : mendime për shpëtimt të mëmëdheut nga reziket që e kane rethuarë	https://www.wikidata.org/wiki/Q65311249
Q65311511	0	Evlija Çelebiu në Shqipëri dhe në viset fqinje : Kosovë, Mal i Zi, Ohër : në bazë të dorëshkrimit autograf	https://www.wikidata.org/wiki/Q65311511
Q65311556	0	Бажы	https://www.wikidata.org/wiki/Q65311556
Q65312367	0	Инспекция	https://www.wikidata.org/wiki/Q65312367
Q65313676	0	जेब्रा	https://www.wikidata.org/wiki/Q65313676
Q65313801	0	Качкынбай Артыкбаев	https://www.wikidata.org/wiki/Q65313801
Q65314142	0	प्रोग्राम	https://www.wikidata.org/wiki/Q65314142
Q65314713	0	Marrëveshja e Lozanës	https://www.wikidata.org/wiki/Q65314713
Q65315771	0	ब्रह्माण्ड	https://www.wikidata.org/wiki/Q65315771
Q65319202	0	జిబూటి	https://www.wikidata.org/wiki/Q65319202
Q65321352	0	పాండ్యులు	https://www.wikidata.org/wiki/Q65321352
Q65325286	0	Bendungan	https://www.wikidata.org/wiki/Q65325286
Q65326130	0	शंकर वरदप्पन	https://www.wikidata.org/wiki/Q65326130
Q65326177	0	श्री क्षेत्र त्रिधारा	https://www.wikidata.org/wiki/Q65326177
Q65326818	0	फॅशन-प्रदर्शन	https://www.wikidata.org/wiki/Q65326818
Q65326822	0	बर्फ मासेमारी	https://www.wikidata.org/wiki/Q65326822
Q65328564	0	शिक्षण विभाग योजना	https://www.wikidata.org/wiki/Q65328564
Q65329571	0	श्राविका आश्रम संस्था	https://www.wikidata.org/wiki/Q65329571
Q65329776	0	Ncha ya anga	https://www.wikidata.org/wiki/Q65329776
Q65329817	0	आचार्य ज्ञानेशप्रसाद रत्नाकर महाराज भंडारा	https://www.wikidata.org/wiki/Q65329817
Q65329830	0	Njiwa	https://www.wikidata.org/wiki/Q65329830
Q65330611	0	लिबरल आर्ट	https://www.wikidata.org/wiki/Q65330611
Q65331120	0	त्रिपंखी	https://www.wikidata.org/wiki/Q65331120
Q65332230	0	Slott Stolberg	https://www.wikidata.org/wiki/Q65332230
Q65332657	0	Kitap publishing	https://www.wikidata.org/wiki/Q65332657
Q65336034	0	ရွှေကြာ	https://www.wikidata.org/wiki/Q65336034
Q65338922	0	စူဠသီဟနာဒသုတ်	https://www.wikidata.org/wiki/Q65338922
Q65339071	0	ဇနဝသဘသုတ်	https://www.wikidata.org/wiki/Q65339071
Q65339077	0	ဇာလိယသုတ်	https://www.wikidata.org/wiki/Q65339077
Q65339245	0	တေဝိဇ္ဇသုတ်	https://www.wikidata.org/wiki/Q65339245
Q65339307	0	ဒသုတ္တရသုတ်	https://www.wikidata.org/wiki/Q65339307
Q65339449	0	ဓမ္မဒါယာဒသုတ်	https://www.wikidata.org/wiki/Q65339449
Q65339680	0	ပါထိကသုတ်	https://www.wikidata.org/wiki/Q65339680
Q65339684	0	ပါယာသိသုတ်	https://www.wikidata.org/wiki/Q65339684
Q65339686	0	ပါသာဒိကသုတ်	https://www.wikidata.org/wiki/Q65339686
Q65339694	0	ပေါဋ္ဌပါဒသုတ်	https://www.wikidata.org/wiki/Q65339694
Q65339700	0	ဘယဘေရဝသုတ်	https://www.wikidata.org/wiki/Q65339700
Q65339733	0	မဟာဂေါဝိန္ဒသုတ်	https://www.wikidata.org/wiki/Q65339733
Q65339736	0	မဟာဒုက္ခက္ခန္ဓသုတ်	https://www.wikidata.org/wiki/Q65339736
Q65339741	0	မဟာနိဒါနသုတ်	https://www.wikidata.org/wiki/Q65339741
Q65339744	0	မဟာပဒါနသုတ်	https://www.wikidata.org/wiki/Q65339744
Q65339750	0	မဟာလိသုတ်	https://www.wikidata.org/wiki/Q65339750
Q65339754	0	မဟာသီဟနာဒသုတ်	https://www.wikidata.org/wiki/Q65339754
Q65339758	0	မဟာသုဒဿနသုတ်	https://www.wikidata.org/wiki/Q65339758
Q65339766	0	မူလပရိယာယသုတ်	https://www.wikidata.org/wiki/Q65339766
Q65339818	0	လက္ခဏသုတ်	https://www.wikidata.org/wiki/Q65339818
Q65339827	0	ဝတ္ထသုတ်	https://www.wikidata.org/wiki/Q65339827
Q65339922	0	သဗ္ဗာသဝသုတ်	https://www.wikidata.org/wiki/Q65339922
Q65339931	0	သလ္လေခသုတ်	https://www.wikidata.org/wiki/Q65339931
Q65340038	0	အနင်္ဂဏသုတ်	https://www.wikidata.org/wiki/Q65340038
Q65340067	0	အာကင်္ခေယျသုတ်	https://www.wikidata.org/wiki/Q65340067
Q65395576	0	Ògbóni	https://www.wikidata.org/wiki/Q65395576
Q65396655	0	ऐरी	https://www.wikidata.org/wiki/Q65396655
Q65402300	0	ಪೋಲಿಸ್	https://www.wikidata.org/wiki/Q65402300
Q65402309	0	ಪ್ರಗಾಥ	https://www.wikidata.org/wiki/Q65402309
Q65406992	0	ශිවංගි ජෝෂි	https://www.wikidata.org/wiki/Q65406992
Q65408377	0	එක්සත් ජනපද ජනාධිපතිවරණය, 1788–89	https://www.wikidata.org/wiki/Q65408377
Q65408835	0	ଆନ୍ତର୍ଜାତୀୟ ଶିଶୁ କନ୍ୟା ଦିବସ	https://www.wikidata.org/wiki/Q65408835
Q65409308	0	ኦሜቴፔ	https://www.wikidata.org/wiki/Q65409308
Q65409320	0	ክሌኦጳትራ ስትራታን	https://www.wikidata.org/wiki/Q65409320
Q65420069	0	भगवदज्जुकीयम्	https://www.wikidata.org/wiki/Q65420069
Q65420268	0	माधवः	https://www.wikidata.org/wiki/Q65420268
Q65420596	0	अनुक्रमणीसाहित्यम्	https://www.wikidata.org/wiki/Q65420596
Q65421035	0	Этнограф	https://www.wikidata.org/wiki/Q65421035
Q65421246	0	عارضي نثر	https://www.wikidata.org/wiki/Q65421246
Q65427373	0	ក្រុងក្រចេះ	https://www.wikidata.org/wiki/Q65427373
Q65432261	0	លេខខ្មែរ	https://www.wikidata.org/wiki/Q65432261
Q65433432	0	Trova	https://www.wikidata.org/wiki/Q65433432
Q65433540	0	Vutera	https://www.wikidata.org/wiki/Q65433540
Q65435764	0	Af-Kurdish	https://www.wikidata.org/wiki/Q65435764
Q65436469	0	وی	https://www.wikidata.org/wiki/Q65436469
Q65436636	0	اسفناج	https://www.wikidata.org/wiki/Q65436636
Q65436701	0	انجیر	https://www.wikidata.org/wiki/Q65436701
Q65436740	0	بادام زمینی	https://www.wikidata.org/wiki/Q65436740
Q65436854	0	جو	https://www.wikidata.org/wiki/Q65436854
Q65436884	0	خاکشیر	https://www.wikidata.org/wiki/Q65436884
Q65436906	0	خرما	https://www.wikidata.org/wiki/Q65436906
Q65436923	0	خیار	https://www.wikidata.org/wiki/Q65436923
Q65437125	0	سیب	https://www.wikidata.org/wiki/Q65437125
Q65437255	0	فندق	https://www.wikidata.org/wiki/Q65437255
Q65437464	0	Tramka	https://www.wikidata.org/wiki/Q65437464
Q65437480	0	پرتقال	https://www.wikidata.org/wiki/Q65437480
Q65437501	0	پسته	https://www.wikidata.org/wiki/Q65437501
Q65437872	0	Rabi' al-thani	https://www.wikidata.org/wiki/Q65437872
Q65438101	0	فلکده	https://www.wikidata.org/wiki/Q65438101
Q65438140	0	لاکان	https://www.wikidata.org/wiki/Q65438140
Q65438345	0	کتیگر	https://www.wikidata.org/wiki/Q65438345
Q65440372	0	Fiqishinni	https://www.wikidata.org/wiki/Q65440372
Q65440452	0	سده	https://www.wikidata.org/wiki/Q65440452
Q65442651	0	Poaiyis Bray	https://www.wikidata.org/wiki/Q65442651
Q65443670	0	رەجەب	https://www.wikidata.org/wiki/Q65443670
Q65444768	0	ताराबाई शिरोडकर	https://www.wikidata.org/wiki/Q65444768
Q65446274	0	Dindeno	https://www.wikidata.org/wiki/Q65446274
Q65447074	0	ພະລັງງານແບບຍືນຍົງ	https://www.wikidata.org/wiki/Q65447074
Q65447429	0	ນິນໂ ມະຣິນະ	https://www.wikidata.org/wiki/Q65447429
Q65447475	0	ປະເທດສະວີເດນ	https://www.wikidata.org/wiki/Q65447475
Q65450861	0	Dulahu	https://www.wikidata.org/wiki/Q65450861
Q65452092	0	Sahutu	https://www.wikidata.org/wiki/Q65452092
Q65452101	0	Salasa	https://www.wikidata.org/wiki/Q65452101
Q65452232	0	UMkhosi woSelwa	https://www.wikidata.org/wiki/Q65452232
Q65454114	0	Hamisi	https://www.wikidata.org/wiki/Q65454114
Q65454168	0	Hulalo(penanggalan)	https://www.wikidata.org/wiki/Q65454168
Q65454218	0	Huyi	https://www.wikidata.org/wiki/Q65454218
Q65454295	0	Isinini	https://www.wikidata.org/wiki/Q65454295
Q65454352	0	Ahadi	https://www.wikidata.org/wiki/Q65454352
Q65454387	0	Araba'a	https://www.wikidata.org/wiki/Q65454387
Q72608180	0	shuto-uke	https://www.wikidata.org/wiki/Q72608180
Q85878190	0	大林蒲遷村事件	https://www.wikidata.org/wiki/Q85878190
Q85971681	0	Kadın yazılımcı	https://www.wikidata.org/wiki/Q85971681
Q85979403	0	नेपाली राजाओं की सूची	https://www.wikidata.org/wiki/Q85979403
Q85984295	0	Soprano	https://www.wikidata.org/wiki/Q85984295
Q85995130	0	कुणार हेम्ब्राम	https://www.wikidata.org/wiki/Q85995130
Q85995435	0	Култура и пропаст Маја Индијанаца	https://www.wikidata.org/wiki/Q85995435
Q85995870	0	Võru linnavolinike loend 1919	https://www.wikidata.org/wiki/Q85995870
Q85995937	0	Viljandi linnavolinike loend 1919	https://www.wikidata.org/wiki/Q85995937
Q85997642	0	तमिळची तंगपांडियन	https://www.wikidata.org/wiki/Q85997642
Q86004686	0	ایوب نیشنل پارک	https://www.wikidata.org/wiki/Q86004686
Q86006683	0	حبیب بن زید	https://www.wikidata.org/wiki/Q86006683
Q86008081	0	Hoàng Thắng	https://www.wikidata.org/wiki/Q86008081
Q86011749	0	Snowtown	https://www.wikidata.org/wiki/Q86011749
Q93248829	0	Kişi:Kul Himmet	https://www.wikidata.org/wiki/Q93248829
Q95433488	0	Napäťový chránič	https://www.wikidata.org/wiki/Q95433488
Q96479097	0	Tudorache	https://www.wikidata.org/wiki/Q96479097
Q97180532	0	Sistema de energia de emergência	https://www.wikidata.org/wiki/Q97180532
Q97199862	0	Гипій Більший	https://www.wikidata.org/wiki/Q97199862
Q97204878	0	Livonia	https://www.wikidata.org/wiki/Q97204878
Q97205378	0	Persaudaraan Pedang Livonia	https://www.wikidata.org/wiki/Q97205378
Q97206381	0	Bilboko Arriaga Kontserbatorioa	https://www.wikidata.org/wiki/Q97206381
Q97211644	0	Ուսուցում մուլտիմեդիայով	https://www.wikidata.org/wiki/Q97211644
Q97215643	0	Karajaan Dharmasraya	https://www.wikidata.org/wiki/Q97215643
Q97219116	0	הנבואה באסלאם	https://www.wikidata.org/wiki/Q97219116
Q97219655	0	عنایت اللہ کامران	https://www.wikidata.org/wiki/Q97219655
Q97222241	0	Velebitska gušterica	https://www.wikidata.org/wiki/Q97222241
Q97224063	0	ویاکوم 18	https://www.wikidata.org/wiki/Q97224063
Q97224077	0	پوهنه ادبی مکتب	https://www.wikidata.org/wiki/Q97224077
Q97225631	0	वृप्रचिट्टी	https://www.wikidata.org/wiki/Q97225631
Q97227570	0	Wehrmachti jalaväediviisi koosseis	https://www.wikidata.org/wiki/Q97227570
Q97229836	0	विक्रम और बेताल	https://www.wikidata.org/wiki/Q97229836
Q97233842	0	Ablatsioon	https://www.wikidata.org/wiki/Q97233842
Q97234747	0	Strahwalde	https://www.wikidata.org/wiki/Q97234747
Q97236331	0	Alytupis	https://www.wikidata.org/wiki/Q97236331
Q97237131	0	Lihtenştayn hükümdarları listesi	https://www.wikidata.org/wiki/Q97237131
Q97244840	0	Luan Muça	https://www.wikidata.org/wiki/Q97244840
Q97247202	0	პლაზმოდესმები	https://www.wikidata.org/wiki/Q97247202
Q97248219	0	इस्लाम देवता	https://www.wikidata.org/wiki/Q97248219
Q97248792	0	धूळपाटी/मराठी साहित्यातील अजरामर काव्यपंक्ती आणि सूक्ती	https://www.wikidata.org/wiki/Q97248792
Q97249958	0	ღვინო ისრაელში	https://www.wikidata.org/wiki/Q97249958
Q97250604	0	घोलवड	https://www.wikidata.org/wiki/Q97250604
Q97250911	0	धूळपाटी/गोटा, टक्कल आणि चित्रपट	https://www.wikidata.org/wiki/Q97250911
Q97251880	0	सिल्व्हियो बेनेडेटो	https://www.wikidata.org/wiki/Q97251880
Q97256983	0	యాత్ర	https://www.wikidata.org/wiki/Q97256983
Q97257241	0	Kolagenski lanac alfa-1(III)	https://www.wikidata.org/wiki/Q97257241
Q97257400	0	పత్తనమ్ తిట్ట	https://www.wikidata.org/wiki/Q97257400
Q97258413	0	စူဠကမ္မဝိဘင်္ဂသုတ်	https://www.wikidata.org/wiki/Q97258413
Q97258422	0	စူဠဒုက္ခက္ခန္ဓသုတ်	https://www.wikidata.org/wiki/Q97258422
Q97259281	0	ဗြဟ္မနိမန္တနိကသုတ်	https://www.wikidata.org/wiki/Q97259281
Q97259648	0	မြိုဟူသောဝေါဟာရ	https://www.wikidata.org/wiki/Q97259648
Q97260117	0	အနုမာနသုတ်	https://www.wikidata.org/wiki/Q97260117
Q97261511	0	زانستگا	https://www.wikidata.org/wiki/Q97261511
Q97261584	0	ಚಾರಿತ್ರಿಕ ಭಾಷಾವಿಜ್ಞಾನ	https://www.wikidata.org/wiki/Q97261584
Q97262615	0	Adahiilínítah chʼał yistłʼinígíí	https://www.wikidata.org/wiki/Q97262615
Q97263797	0	Nâdór	https://www.wikidata.org/wiki/Q97263797
